brands,categories,code,nutriments,nutrition_grades,product_name
joly,"Produits de la mer,Poissons et dérivés,Poissons,Poissons gras,Filets de poissons,Maquereaux,Filets de maquereaux,Filets de maquereaux à l'huile",6111162001218,"{'carbohydrates': 0.6, 'carbohydrates_100g': 0.6, 'carbohydrates_unit': 'g', 'carbohydrates_value': 0.6, 'energy': 753, 'energy-kcal': 180, 'energy-kcal_100g': 180, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 180, 'energy-kcal_value_computed': 199.3, 'energy_100g': 753, 'energy_unit': 'kcal', 'energy_value': 180, 'fat': 8.5, 'fat_100g': 8.5, 'fat_unit': 'g', 'fat_value': 8.5, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': -2, 'nutrition-score-fr_100g': -2, 'proteins': 30.1, 'proteins_100g': 30.1, 'proteins_unit': 'g', 'proteins_value': 30.1, 'salt': 0.5, 'salt_100g': 0.5, 'salt_unit': 'g', 'salt_value': 0.5, 'saturated-fat': 1.5, 'saturated-fat_100g': 1.5, 'saturated-fat_unit': 'g', 'saturated-fat_value': 1.5, 'sodium': 0.2, 'sodium_100g': 0.2, 'sodium_unit': 'g', 'sodium_value': 0.2, 'sugars': 0.6, 'sugars_100g': 0.6, 'sugars_unit': 'g', 'sugars_value': 0.6}",a,Filets de maquereau
sos,en:tomato-sauces,6111251753912,"{'carbohydrates': 8.7, 'carbohydrates_100g': 8.7, 'carbohydrates_unit': 'g', 'carbohydrates_value': 8.7, 'energy': 303, 'energy-kcal': 73, 'energy-kcal_100g': 73, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 73, 'energy-kcal_value_computed': 72.5, 'energy-kj': 303, 'energy-kj_100g': 303, 'energy-kj_unit': 'kJ', 'energy-kj_value': 303, 'energy-kj_value_computed': 303.3, 'energy_100g': 303, 'energy_unit': 'kJ', 'energy_value': 303, 'fat': 3.3, 'fat_100g': 3.3, 'fat_unit': 'g', 'fat_value': 3.3, 'fiber': 1.4, 'fiber_100g': 1.4, 'fiber_unit': 'g', 'fiber_value': 1.4, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nutrition-score-fr': 4, 'nutrition-score-fr_100g': 4, 'proteins': 1.3, 'proteins_100g': 1.3, 'proteins_unit': 'g', 'proteins_value': 1.3, 'salt': 0.83, 'salt_100g': 0.83, 'salt_unit': 'g', 'salt_value': 0.83, 'saturated-fat': 0.4, 'saturated-fat_100g': 0.4, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.4, 'sodium': 0.332, 'sodium_100g': 0.332, 'sodium_unit': 'g', 'sodium_value': 0.332, 'sugars': 2.3, 'sugars_100g': 2.3, 'sugars_unit': 'g', 'sugars_value': 2.3}",c,611251753912
سلطان,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Fruits,Waters,Spring waters,Mineral waters,Unsweetened beverages,Natural mineral waters,Non-carbonated natural mineral waters",6111248360130,"{'bicarbonate': 0.402, 'bicarbonate_100g': 0.402, 'bicarbonate_serving': 1.33, 'bicarbonate_unit': 'g', 'bicarbonate_value': 0.402, 'calcium': 0.07, 'calcium_100g': 0.07, 'calcium_serving': 0.231, 'calcium_unit': 'g', 'calcium_value': 0.07, 'carbohydrates': 0, 'carbohydrates_100g': 0, 'carbohydrates_serving': 0, 'carbohydrates_unit': 'g', 'carbohydrates_value': 0, 'chloride': 0.0071, 'chloride_100g': 0.0071, 'chloride_serving': 0.0234, 'chloride_unit': 'g', 'chloride_value': 0.0071, 'energy': 0, 'energy-kcal': 0, 'energy-kcal_100g': 0, 'energy-kcal_serving': 0, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 0, 'energy-kcal_value_computed': 0, 'energy-kj': 0, 'energy-kj_100g': 0, 'energy-kj_serving': 0, 'energy-kj_unit': 'kJ', 'energy-kj_value': 0, 'energy-kj_value_computed': 0, 'energy_100g': 0, 'energy_serving': 0, 'energy_unit': 'kJ', 'energy_value': 0, 'fat': 0, 'fat_100g': 0, 'fat_serving': 0, 'fat_unit': 'g', 'fat_value': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'magnesium': 0.044, 'magnesium_100g': 0.044, 'magnesium_serving': 0.145, 'magnesium_unit': 'g', 'magnesium_value': 0.044, 'nutrition-score-fr': 0, 'nutrition-score-fr_100g': 0, 'potassium': 0.001, 'potassium_100g': 0.001, 'potassium_serving': 0.0033, 'potassium_unit': 'g', 'potassium_value': 0.001, 'proteins': 0, 'proteins_100g': 0, 'proteins_serving': 0, 'proteins_unit': 'g', 'proteins_value': 0, 'salt': 0, 'salt_100g': 0, 'salt_serving': 0, 'salt_unit': 'g', 'salt_value': 0, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_serving': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 0, 'sodium_100g': 0, 'sodium_serving': 0, 'sodium_unit': 'g', 'sodium_value': 0, 'sugars': 0, 'sugars_100g': 0, 'sugars_serving': 0, 'sugars_unit': 'g', 'sugars_value': 0}",a,Aïn Soltane
Bjorg,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Biscuits fourrés, Biscuits au chocolat noir",3229820100234,"{'carbohydrates': 65, 'carbohydrates_100g': 65, 'carbohydrates_serving': 32.5, 'carbohydrates_unit': 'g', 'carbohydrates_value': 65, 'carbon-footprint-from-known-ingredients_100g': 187.3, 'carbon-footprint-from-known-ingredients_product': 421, 'carbon-footprint-from-known-ingredients_serving': 93.7, 'energy': 2017, 'energy-kcal': 481, 'energy-kcal_100g': 481, 'energy-kcal_serving': 240, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 481, 'energy-kcal_value_computed': 481, 'energy-kj': 2017, 'energy-kj_100g': 2017, 'energy-kj_serving': 1010, 'energy-kj_unit': 'kJ', 'energy-kj_value': 2017, 'energy-kj_value_computed': 2016.6, 'energy_100g': 2017, 'energy_serving': 1010, 'energy_unit': 'kJ', 'energy_value': 2017, 'fat': 20, 'fat_100g': 20, 'fat_serving': 10, 'fat_unit': 'g', 'fat_value': 20, 'fiber': 5.3, 'fiber_100g': 5.3, 'fiber_serving': 2.65, 'fiber_unit': 'g', 'fiber_value': 5.3, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'iron': 0.0026, 'iron_100g': 0.0026, 'iron_label': '0', 'iron_serving': 0.0013, 'iron_unit': 'g', 'iron_value': 0.0026, 'magnesium': 0.061, 'magnesium_100g': 0.061, 'magnesium_label': '0', 'magnesium_serving': 0.0305, 'magnesium_unit': 'g', 'magnesium_value': 0.061, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 18, 'nutrition-score-fr_100g': 18, 'proteins': 7.6, 'proteins_100g': 7.6, 'proteins_serving': 3.8, 'proteins_unit': 'g', 'proteins_value': 7.6, 'salt': 0.49, 'salt_100g': 0.49, 'salt_serving': 0.245, 'salt_unit': 'g', 'salt_value': 0.49, 'saturated-fat': 6.9, 'saturated-fat_100g': 6.9, 'saturated-fat_serving': 3.45, 'saturated-fat_unit': 'g', 'saturated-fat_value': 6.9, 'sodium': 0.196, 'sodium_100g': 0.196, 'sodium_serving': 0.098, 'sodium_unit': 'g', 'sodium_value': 0.196, 'sugars': 27, 'sugars_100g': 27, 'sugars_serving': 13.5, 'sugars_unit': 'g', 'sugars_value': 27}",d,Fourrés Chocolat Noir
8dh,"Produits de la mer,Poissons et dérivés,Poissons,Poissons gras,Filets de poissons,Maquereaux,Filets de maquereaux",6111003031107,"{'carbohydrates': 0.6, 'carbohydrates_100g': 0.6, 'carbohydrates_unit': 'g', 'carbohydrates_value': 0.6, 'energy': 753, 'energy-kcal': 180, 'energy-kcal_100g': 180, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 180, 'energy-kcal_value_computed': 180.4, 'energy_100g': 753, 'energy_unit': 'kcal', 'energy_value': 180, 'fat': 6.4, 'fat_100g': 6.4, 'fat_unit': 'g', 'fat_value': 6.4, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': -2, 'nutrition-score-fr_100g': -2, 'proteins': 30.1, 'proteins_100g': 30.1, 'proteins_unit': 'g', 'proteins_value': 30.1, 'salt': 0.5, 'salt_100g': 0.5, 'salt_unit': 'g', 'salt_value': 0.5, 'saturated-fat': 1.5, 'saturated-fat_100g': 1.5, 'saturated-fat_unit': 'g', 'saturated-fat_value': 1.5, 'sodium': 0.2, 'sodium_100g': 0.2, 'sodium_unit': 'g', 'sodium_value': 0.2, 'sugars': 0.16, 'sugars_100g': 0.16, 'sugars_unit': 'g', 'sugars_value': 0.16}",a,
"Jardin Bio, Léa Nature","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Légumineuses et dérivés,Petit-déjeuners,Produits à tartiner,Fruits à coques et dérivés,Pâtes à tartiner végétales,Produits à tartiner sucrés,Purées d'oléagineux,Beurres de légumineuses,Pâtes à tartiner,Beurres de fruits à coques,Beurres de cacahuètes",3760020507350,"{'carbohydrates': 12, 'carbohydrates_100g': 12, 'carbohydrates_unit': 'g', 'carbohydrates_value': 12, 'energy': 2591, 'energy-kcal': 625, 'energy-kcal_100g': 625, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 625, 'energy-kcal_value_computed': 625, 'energy-kj': 2591, 'energy-kj_100g': 2591, 'energy-kj_unit': 'kJ', 'energy-kj_value': 2591, 'energy-kj_value_computed': 2591, 'energy_100g': 2591, 'energy_unit': 'kJ', 'energy_value': 2591, 'fat': 50, 'fat_100g': 50, 'fat_unit': 'g', 'fat_value': 50, 'fiber': 5.5, 'fiber_100g': 5.5, 'fiber_unit': 'g', 'fiber_value': 5.5, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 100, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 100, 'nova-group': 1, 'nova-group_100g': 1, 'nova-group_serving': 1, 'nutrition-score-fr': -5, 'nutrition-score-fr_100g': -5, 'proteins': 29, 'proteins_100g': 29, 'proteins_unit': 'g', 'proteins_value': 29, 'salt': 0, 'salt_100g': 0, 'salt_unit': 'g', 'salt_value': 0, 'saturated-fat': 9.7, 'saturated-fat_100g': 9.7, 'saturated-fat_unit': 'g', 'saturated-fat_value': 9.7, 'sodium': 0, 'sodium_100g': 0, 'sodium_unit': 'g', 'sodium_value': 0, 'sugars': 5.1, 'sugars_100g': 5.1, 'sugars_unit': 'g', 'sugars_value': 5.1}",b,Pur beurre de cacahuète
El Baraka,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Produits à tartiner,Pâtes à tartiner végétales,Produits à tartiner sucrés,Confitures et marmelades,Confitures,Confitures de fruits rouges,Confitures de fraises",6111184001074,"{'carbohydrates': 63, 'carbohydrates_100g': 63, 'carbohydrates_unit': 'g', 'carbohydrates_value': 63, 'energy': 1087, 'energy-kcal': 256, 'energy-kcal_100g': 256, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 256, 'energy-kcal_value_computed': 259.5, 'energy-kj': 1087, 'energy-kj_100g': 1087, 'energy-kj_unit': 'kJ', 'energy-kj_value': 1087, 'energy-kj_value_computed': 1102, 'energy_100g': 1087, 'energy_unit': 'kJ', 'energy_value': 1087, 'fat': 0.5, 'fat_100g': 0.5, 'fat_modifier': '<', 'fat_unit': 'g', 'fat_value': 0.5, 'fiber': 0.5, 'fiber_100g': 0.5, 'fiber_modifier': '<', 'fiber_unit': 'g', 'fiber_value': 0.5, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 56, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 56, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 56, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 56, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 17, 'nutrition-score-fr_100g': 17, 'proteins': 0.5, 'proteins_100g': 0.5, 'proteins_modifier': '<', 'proteins_unit': 'g', 'proteins_value': 0.5, 'salt': 0.02, 'salt_100g': 0.02, 'salt_unit': 'g', 'salt_value': 0.02, 'saturated-fat': 0.1, 'saturated-fat_100g': 0.1, 'saturated-fat_modifier': '<', 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.1, 'sodium': 0.008, 'sodium_100g': 0.008, 'sodium_unit': 'g', 'sodium_value': 0.008, 'sugars': 62, 'sugars_100g': 62, 'sugars_unit': 'g', 'sugars_value': 62}",d,El Baraka Confiture De Fraises 430 G
Fin Carré,"snacks, sweet-snacks, cocoa-and-its-products, chocolates, dark-chocolates, cacao-et-derives, fr:chocolats, fr:chocolats-noirs, fr:chocolats-noirs-extra-fin",20022464,"{'carbohydrates': 32, 'carbohydrates_100g': 32, 'carbohydrates_serving': 6.4, 'carbohydrates_unit': 'g', 'carbohydrates_value': 32, 'cocoa': 74, 'cocoa_100g': 74, 'cocoa_label': '0', 'cocoa_serving': 74, 'cocoa_unit': 'g', 'cocoa_value': 74, 'energy': 2389, 'energy-kcal': 571, 'energy-kcal_100g': 571, 'energy-kcal_serving': 114, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 571, 'energy-kcal_value_computed': 570.8, 'energy_100g': 2389, 'energy_serving': 478, 'energy_unit': 'kcal', 'energy_value': 571, 'fat': 42, 'fat_100g': 42, 'fat_serving': 8.4, 'fat_unit': 'g', 'fat_value': 42, 'fiber': 12.6, 'fiber_100g': 12.6, 'fiber_serving': 2.52, 'fiber_unit': 'g', 'fiber_value': 12.6, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 19, 'nutrition-score-fr_100g': 19, 'proteins': 9.9, 'proteins_100g': 9.9, 'proteins_serving': 1.98, 'proteins_unit': 'g', 'proteins_value': 9.9, 'salt': 0.02, 'salt_100g': 0.02, 'salt_serving': 0.004, 'salt_unit': 'g', 'salt_value': 0.02, 'saturated-fat': 26, 'saturated-fat_100g': 26, 'saturated-fat_serving': 5.2, 'saturated-fat_unit': 'g', 'saturated-fat_value': 26, 'sodium': 0.008, 'sodium_100g': 0.008, 'sodium_serving': 0.0016, 'sodium_unit': 'g', 'sodium_value': 0.008, 'sugars': 26, 'sugars_100g': 26, 'sugars_serving': 5.2, 'sugars_unit': 'g', 'sugars_value': 26}",e,Extra dark chocolate 74% cacao
Yoplait,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Desserts lactés fermentés,Fromages blancs - petit suisses et skyr,Desserts lactés fermentés nature,Skyrs,Skyrs nature,Fromages",3329770077003,"{'carbohydrates': 3.6, 'carbohydrates_100g': 3.6, 'carbohydrates_serving': 5.4, 'carbohydrates_unit': 'g', 'carbohydrates_value': 3.6, 'energy': 238, 'energy-kcal': 57, 'energy-kcal_100g': 57, 'energy-kcal_serving': 85.5, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 57, 'energy-kcal_value_computed': 56.88, 'energy_100g': 238, 'energy_serving': 357, 'energy_unit': 'kcal', 'energy_value': 57, 'fat': 0.5, 'fat_100g': 0.5, 'fat_serving': 0.75, 'fat_unit': 'g', 'fat_value': 0.5, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': -2, 'nutrition-score-fr_100g': -2, 'proteins': 9.495, 'proteins_100g': 9.495, 'proteins_serving': 14.2, 'proteins_unit': 'g', 'proteins_value': 9.495, 'salt': 0.139875, 'salt_100g': 0.139875, 'salt_serving': 0.21, 'salt_unit': 'g', 'salt_value': 0.139875, 'saturated-fat': 0.1, 'saturated-fat_100g': 0.1, 'saturated-fat_serving': 0.15, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.1, 'sodium': 0.05595, 'sodium_100g': 0.05595, 'sodium_serving': 0.0839, 'sodium_unit': 'g', 'sodium_value': 0.05595, 'sugars': 3.6, 'sugars_100g': 3.6, 'sugars_serving': 5.4, 'sugars_unit': 'g', 'sugars_value': 3.6}",a,Skyr nature 0%
Kallø,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Puffed cereal cakes,Puffed rice cakes,Puffed wholegrain rice cakes",5013665100065,"{'carbohydrates': 5.6, 'carbohydrates_100g': 80, 'carbohydrates_serving': 5.6, 'carbohydrates_unit': 'g', 'carbohydrates_value': 5.6, 'carbon-footprint-from-known-ingredients_100g': 139.72, 'carbon-footprint-from-known-ingredients_product': 182, 'carbon-footprint-from-known-ingredients_serving': 9.78, 'energy': 113, 'energy-kcal': 27, 'energy-kcal_100g': 386, 'energy-kcal_serving': 27, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 27, 'energy-kcal_value_computed': 26.6, 'energy_100g': 1610, 'energy_serving': 113, 'energy_unit': 'kcal', 'energy_value': 27, 'fat': 0.2, 'fat_100g': 2.86, 'fat_serving': 0.2, 'fat_unit': 'g', 'fat_value': 0.2, 'fiber': 0, 'fiber_100g': 0, 'fiber_serving': 0, 'fiber_unit': 'g', 'fiber_value': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': 2, 'nutrition-score-fr_100g': 2, 'proteins': 0.6, 'proteins_100g': 8.57, 'proteins_serving': 0.6, 'proteins_unit': 'g', 'proteins_value': 0.6, 'salt': 0, 'salt_100g': 0, 'salt_serving': 0, 'salt_unit': 'g', 'salt_value': 0, 'saturated-fat': 0.1, 'saturated-fat_100g': 1.43, 'saturated-fat_serving': 0.1, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.1, 'sodium': 0, 'sodium_100g': 0, 'sodium_serving': 0, 'sodium_unit': 'g', 'sodium_value': 0, 'sugars': 0, 'sugars_100g': 0, 'sugars_serving': 0, 'sugars_unit': 'g', 'sugars_value': 0}",b,Organic - Lightly Salted - Wholegrain Low Fat - Rice Cakes imp
"Hawai,Coca cola","Boissons,Boissons gazeuses,Sodas",5449000036872,"{'carbohydrates': 10, 'carbohydrates_100g': 10, 'carbohydrates_serving': 25, 'carbohydrates_unit': 'g', 'carbohydrates_value': 10, 'energy': 172, 'energy-kcal': 41, 'energy-kcal_100g': 41, 'energy-kcal_serving': 102, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 41, 'energy-kcal_value_computed': 48, 'energy_100g': 172, 'energy_serving': 430, 'energy_unit': 'kcal', 'energy_value': 41, 'fat': 0, 'fat_100g': 0, 'fat_serving': 0, 'fat_unit': 'g', 'fat_value': 0, 'fiber': 4, 'fiber_100g': 4, 'fiber_serving': 10, 'fiber_unit': 'g', 'fiber_value': 4, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nutrition-score-fr': 10, 'nutrition-score-fr_100g': 10, 'proteins': 0, 'proteins_100g': 0, 'proteins_serving': 0, 'proteins_unit': 'g', 'proteins_value': 0, 'salt': 0.026, 'salt_100g': 0.026, 'salt_serving': 0.065, 'salt_unit': 'g', 'salt_value': 0.026, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_serving': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 0.0104, 'sodium_100g': 0.0104, 'sodium_serving': 0.026, 'sodium_unit': 'g', 'sodium_value': 0.0104, 'sugars': 9.5, 'sugars_100g': 9.5, 'sugars_serving': 23.8, 'sugars_unit': 'g', 'sugars_value': 9.5}",e,Hawai Tropical
Ciel,"Boissons et préparations de boissons,Boissons,Eaux,Eaux de sources,Eaux de table",5449000206770,"{'alcohol': 0, 'alcohol_100g': 0, 'alcohol_serving': 0, 'alcohol_unit': '% vol', 'alcohol_value': 0, 'alpha-linolenic-acid': 0, 'alpha-linolenic-acid_100g': 0, 'alpha-linolenic-acid_serving': 0, 'alpha-linolenic-acid_unit': 'g', 'alpha-linolenic-acid_value': 0, 'carbohydrates': 0, 'carbohydrates_100g': 0, 'carbohydrates_serving': 0, 'carbohydrates_unit': 'g', 'carbohydrates_value': 0, 'fat': 0, 'fat_100g': 0, 'fat_serving': 0, 'fat_unit': 'g', 'fat_value': 0, 'fiber': 0, 'fiber_100g': 0, 'fiber_serving': 0, 'fiber_unit': 'g', 'fiber_value': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nutrition-score-fr': 0, 'nutrition-score-fr_100g': 0, 'proteins': 0, 'proteins_100g': 0, 'proteins_serving': 0, 'proteins_unit': 'g', 'proteins_value': 0, 'salt': 0.0625, 'salt_100g': 0.00625, 'salt_serving': 0.0625, 'salt_unit': 'mg', 'salt_value': 62.5, 'saturated-fat': 0, 'saturated-fat_100g': 0, 'saturated-fat_serving': 0, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0, 'sodium': 0.025, 'sodium_100g': 0.0025, 'sodium_serving': 0.025, 'sodium_unit': 'mg', 'sodium_value': 25, 'sugars': 0, 'sugars_100g': 0, 'sugars_serving': 0, 'sugars_unit': 'g', 'sugars_value': 0}",a,Eau de table
Star,"Condiments,Sauces,Mayonnaises,Groceries",6111184001197,"{'carbohydrates': 0, 'carbohydrates_100g': 0, 'carbohydrates_serving': 0, 'carbohydrates_unit': 'g', 'carbohydrates_value': 0, 'energy': 2356, 'energy-kcal': 563, 'energy-kcal_100g': 563, 'energy-kcal_serving': 507, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 563, 'energy-kcal_value_computed': 562.8, 'energy_100g': 2356, 'energy_serving': 2120, 'energy_unit': 'kcal', 'energy_value': 563, 'fat': 62, 'fat_100g': 62, 'fat_serving': 55.8, 'fat_unit': 'g', 'fat_value': 62, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nutrition-score-fr': 33, 'nutrition-score-fr_100g': 33, 'proteins': 1.2, 'proteins_100g': 1.2, 'proteins_serving': 1.08, 'proteins_unit': 'g', 'proteins_value': 1.2, 'salt': 5, 'salt_100g': 5, 'salt_serving': 4.5, 'salt_unit': 'g', 'salt_value': 5, 'saturated-fat': 7, 'saturated-fat_100g': 7, 'saturated-fat_serving': 6.3, 'saturated-fat_unit': 'g', 'saturated-fat_value': 7, 'sodium': 2, 'sodium_100g': 2, 'sodium_serving': 1.8, 'sodium_unit': 'g', 'sodium_value': 2, 'sugars': 0, 'sugars_100g': 0, 'sugars_serving': 0, 'sugars_unit': 'g', 'sugars_value': 0}",e,
