brands,categories,code,nutriments,nutrition_grades,product_name
Crownfield,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Mueslis",4056489159506,"{'alcohol': 0, 'alcohol_100g': 0, 'alcohol_serving': 0, 'alcohol_unit': '% vol', 'alcohol_value': 0, 'carbohydrates': 59.4, 'carbohydrates_100g': 59.4, 'carbohydrates_serving': 26.7, 'carbohydrates_unit': 'g', 'carbohydrates_value': 59.4, 'energy': 2180, 'energy-kcal': 521, 'energy-kcal_100g': 521, 'energy-kcal_serving': 234, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 521, 'energy-kcal_value_computed': 520.9, 'energy-kj': 2180, 'energy-kj_100g': 2180, 'energy-kj_serving': 981, 'energy-kj_unit': 'kJ', 'energy-kj_value': 2180, 'energy-kj_value_computed': 2180.4, 'energy_100g': 2180, 'energy_serving': 981, 'energy_unit': 'kJ', 'energy_value': 2180, 'fat': 23.7, 'fat_100g': 23.7, 'fat_serving': 10.7, 'fat_unit': 'g', 'fat_value': 23.7, 'fiber': 7.6, 'fiber_100g': 7.6, 'fiber_serving': 3.42, 'fiber_unit': 'g', 'fiber_value': 7.6, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 6, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 6, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 23.625, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 23.625, 'nova-group': 3, 'nova-group_100g': 3, 'nova-group_serving': 3, 'nutrition-score-fr': -1, 'nutrition-score-fr_100g': -1, 'proteins': 13.7, 'proteins_100g': 13.7, 'proteins_serving': 6.16, 'proteins_unit': 'g', 'proteins_value': 13.7, 'salt': 0.03, 'salt_100g': 0.03, 'salt_serving': 0.0135, 'salt_unit': 'g', 'salt_value': 0.03, 'saturated-fat': 3.3, 'saturated-fat_100g': 3.3, 'saturated-fat_serving': 1.49, 'saturated-fat_unit': 'g', 'saturated-fat_value': 3.3, 'sodium': 0.012, 'sodium_100g': 0.012, 'sodium_serving': 0.0054, 'sodium_unit': 'g', 'sodium_value': 0.012, 'sugars': 3, 'sugars_100g': 3, 'sugars_serving': 1.35, 'sugars_unit': 'g', 'sugars_value': 3}",a,Low Sugar Granola Original
Sainsbury's,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,bread",00363174,"{'carbohydrates': 46.1, 'carbohydrates_100g': 46.1, 'carbohydrates_serving': 18.4, 'carbohydrates_unit': 'g', 'carbohydrates_value': 46.1, 'energy': 1184, 'energy-kcal': 283, 'energy-kcal_100g': 283, 'energy-kcal_serving': 113, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 283, 'energy-kcal_value_computed': 283.4, 'energy_100g': 1184, 'energy_serving': 474, 'energy_unit': 'kcal', 'energy_value': 283, 'fat': 5.4, 'fat_100g': 5.4, 'fat_serving': 2.16, 'fat_unit': 'g', 'fat_value': 5.4, 'fiber': 3.8, 'fiber_100g': 3.8, 'fiber_serving': 1.52, 'fiber_unit': 'g', 'fiber_value': 3.8, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0.5, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0.5, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 1.915, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 1.915, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 3, 'nutrition-score-fr_100g': 3, 'proteins': 10.7, 'proteins_100g': 10.7, 'proteins_serving': 4.28, 'proteins_unit': 'g', 'proteins_value': 10.7, 'salt': 0.83, 'salt_100g': 0.83, 'salt_serving': 0.332, 'salt_unit': 'g', 'salt_value': 0.83, 'saturated-fat': 1.1, 'saturated-fat_100g': 1.1, 'saturated-fat_serving': 0.44, 'saturated-fat_unit': 'g', 'saturated-fat_value': 1.1, 'sodium': 0.332, 'sodium_100g': 0.332, 'sodium_serving': 0.133, 'sodium_unit': 'g', 'sodium_value': 0.332, 'sugars': 3.1, 'sugars_100g': 3.1, 'sugars_serving': 1.24, 'sugars_unit': 'g', 'sugars_value': 3.1}",c,Seeded Sourdough Half Bloomer
La Boulangère,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Pains de mie,Pains complets,Pains de mie complet",3760049798869,"{'carbohydrates': 38, 'carbohydrates_100g': 38, 'carbohydrates_serving': 12.7, 'carbohydrates_unit': 'g', 'carbohydrates_value': 38, 'energy': 1060, 'energy-kcal': 252, 'energy-kcal_100g': 252, 'energy-kcal_serving': 83.9, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 252, 'energy-kcal_value_computed': 251.7, 'energy-kj': 1060, 'energy-kj_100g': 1060, 'energy-kj_serving': 353, 'energy-kj_unit': 'kJ', 'energy-kj_value': 1060, 'energy-kj_value_computed': 1059.9, 'energy_100g': 1060, 'energy_serving': 353, 'energy_unit': 'kJ', 'energy_value': 1060, 'fat': 5.1, 'fat_100g': 5.1, 'fat_serving': 1.7, 'fat_unit': 'g', 'fat_value': 5.1, 'fiber': 6.9, 'fiber_100g': 6.9, 'fiber_serving': 2.3, 'fiber_unit': 'g', 'fiber_value': 6.9, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': -1, 'nutrition-score-fr_100g': -1, 'proteins': 10, 'proteins_100g': 10, 'proteins_serving': 3.33, 'proteins_unit': 'g', 'proteins_value': 10, 'salt': 0.99, 'salt_100g': 0.99, 'salt_serving': 0.33, 'salt_unit': 'g', 'salt_value': 0.99, 'saturated-fat': 0.5, 'saturated-fat_100g': 0.5, 'saturated-fat_serving': 0.166, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.5, 'sodium': 0.396, 'sodium_100g': 0.396, 'sodium_serving': 0.132, 'sodium_unit': 'g', 'sodium_value': 0.396, 'sugars': 1.9, 'sugars_100g': 1.9, 'sugars_serving': 0.633, 'sugars_unit': 'g', 'sugars_value': 1.9}",a,Pain de mie Bio grandes tranches complet sans sucres ajoutés 500g
KIND,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Snacks,Snacks sucrés,Cacao et dérivés,Confiseries,Fruits à coques et dérivés,Barres,Confiseries chocolatées,Barres de fruits à coques",5000159535267,"{'carbohydrates': 24, 'carbohydrates_100g': 24, 'carbohydrates_serving': 7.2, 'carbohydrates_unit': 'g', 'carbohydrates_value': 24, 'energy': 2190, 'energy-kcal': 523, 'energy-kcal_100g': 523, 'energy-kcal_serving': 157, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 523, 'energy-kcal_value_computed': 523, 'energy-kj': 2190, 'energy-kj_100g': 2190, 'energy-kj_serving': 657, 'energy-kj_unit': 'kJ', 'energy-kj_value': 2190, 'energy-kj_value_computed': 2170, 'energy_100g': 2190, 'energy_serving': 657, 'energy_unit': 'kJ', 'energy_value': 2190, 'fat': 37, 'fat_100g': 37, 'fat_serving': 11.1, 'fat_unit': 'g', 'fat_value': 37, 'fiber': 13, 'fiber_100g': 13, 'fiber_serving': 3.9, 'fiber_unit': 'g', 'fiber_value': 13, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 5.625, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 5.625, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 83.125, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 83.125, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 15, 'nutrition-score-fr_100g': 15, 'proteins': 17, 'proteins_100g': 17, 'proteins_serving': 5.1, 'proteins_unit': 'g', 'proteins_value': 17, 'salt': 0.75, 'salt_100g': 0.75, 'salt_serving': 0.225, 'salt_unit': 'g', 'salt_value': 0.75, 'saturated-fat': 7.6, 'saturated-fat_100g': 7.6, 'saturated-fat_serving': 2.28, 'saturated-fat_unit': 'g', 'saturated-fat_value': 7.6, 'sodium': 0.3, 'sodium_100g': 0.3, 'sodium_serving': 0.09, 'sodium_unit': 'g', 'sodium_value': 0.3, 'sugars': 17, 'sugars_100g': 17, 'sugars_serving': 5.1, 'sugars_unit': 'g', 'sugars_value': 17}",d,Dark Chocolate Nuts & Sea Salt Bars
Ferrero Rocher,"Snacks,Sweet snacks,Cocoa and its products,Frozen foods,Chocolates,Dark chocolates,Milk chocolates,Chocolates with hazelnuts,Dark chocolates with hazelnuts,de:gefüllte-milchschokolade-60-mit-haselnusscreme-37-und-haselnuss-stückchen",8000500359488,"{'carbohydrates': 46.2, 'carbohydrates_100g': 46.2, 'carbohydrates_prepared': 8.3, 'carbohydrates_prepared_100g': 46.1, 'carbohydrates_prepared_serving': 8.3, 'carbohydrates_prepared_unit': 'g', 'carbohydrates_prepared_value': 8.3, 'carbohydrates_serving': 8.32, 'carbohydrates_unit': 'g', 'carbohydrates_value': 46.2, 'energy': 2554, 'energy-kcal': 614, 'energy-kcal_100g': 614, 'energy-kcal_prepared': 111, 'energy-kcal_prepared_100g': 617, 'energy-kcal_prepared_serving': 111, 'energy-kcal_prepared_unit': 'kcal', 'energy-kcal_prepared_value': 111, 'energy-kcal_serving': 111, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 614, 'energy-kcal_value_computed': 609.2, 'energy-kj': 2554, 'energy-kj_100g': 2554, 'energy-kj_prepared': 460, 'energy-kj_prepared_100g': 2560, 'energy-kj_prepared_serving': 460, 'energy-kj_prepared_unit': 'kJ', 'energy-kj_prepared_value': 460, 'energy-kj_serving': 460, 'energy-kj_unit': 'kJ', 'energy-kj_value': 2554, 'energy-kj_value_computed': 2533.6, 'energy_100g': 2554, 'energy_prepared': 460, 'energy_prepared_100g': 2560, 'energy_prepared_serving': 460, 'energy_prepared_unit': 'kJ', 'energy_prepared_value': 460, 'energy_serving': 460, 'energy_unit': 'kJ', 'energy_value': 2554, 'fat': 44.4, 'fat_100g': 44.4, 'fat_prepared': 8, 'fat_prepared_100g': 44.4, 'fat_prepared_serving': 8, 'fat_prepared_unit': 'g', 'fat_prepared_value': 8, 'fat_serving': 7.99, 'fat_unit': 'g', 'fat_value': 44.4, 'fiber_prepared_modifier': '-', 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nutrition-score-fr': 30, 'nutrition-score-fr_100g': 30, 'proteins': 6.2, 'proteins_100g': 6.2, 'proteins_prepared': 1.1, 'proteins_prepared_100g': 6.11, 'proteins_prepared_serving': 1.1, 'proteins_prepared_unit': 'g', 'proteins_prepared_value': 1.1, 'proteins_serving': 1.12, 'proteins_unit': 'g', 'proteins_value': 6.2, 'salt': 0.163, 'salt_100g': 0.163, 'salt_prepared': 0.029, 'salt_prepared_100g': 0.161, 'salt_prepared_serving': 0.029, 'salt_prepared_unit': 'g', 'salt_prepared_value': 0.029, 'salt_serving': 0.0293, 'salt_unit': 'g', 'salt_value': 0.163, 'saturated-fat': 21.4, 'saturated-fat_100g': 21.4, 'saturated-fat_prepared': 3.9, 'saturated-fat_prepared_100g': 21.7, 'saturated-fat_prepared_serving': 3.9, 'saturated-fat_prepared_unit': 'g', 'saturated-fat_prepared_value': 3.9, 'saturated-fat_serving': 3.85, 'saturated-fat_unit': 'g', 'saturated-fat_value': 21.4, 'sodium': 0.0652, 'sodium_100g': 0.0652, 'sodium_prepared': 0.0116, 'sodium_prepared_100g': 0.0644, 'sodium_prepared_serving': 0.0116, 'sodium_prepared_unit': 'g', 'sodium_prepared_value': 0.0116, 'sodium_serving': 0.0117, 'sodium_unit': 'g', 'sodium_value': 0.0652, 'sugars': 45.4, 'sugars_100g': 45.4, 'sugars_prepared': 8.2, 'sugars_prepared_100g': 45.6, 'sugars_prepared_serving': 8.2, 'sugars_prepared_unit': 'g', 'sugars_prepared_value': 8.2, 'sugars_serving': 8.17, 'sugars_unit': 'g', 'sugars_value': 45.4}",e,90G FERRERO ROCHER TABLETTE LT
Gerblé,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Cookies, Cookies au chocolat",3175681290297,"{'carbohydrates': 64, 'carbohydrates_100g': 64, 'carbohydrates_serving': 92.2, 'carbohydrates_unit': 'g', 'carbohydrates_value': 64, 'energy': 1862, 'energy-kcal': 445, 'energy-kcal_100g': 445, 'energy-kcal_serving': 641, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 445, 'energy-kcal_value_computed': 444.8, 'energy_100g': 1862, 'energy_serving': 2680, 'energy_unit': 'kcal', 'energy_value': 445, 'fat': 20, 'fat_100g': 20, 'fat_serving': 28.8, 'fat_unit': 'g', 'fat_value': 20, 'fiber': 6, 'fiber_100g': 6, 'fiber_serving': 8.64, 'fiber_unit': 'g', 'fiber_value': 6, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 14.15, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 14.15, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 2, 'nutrition-score-fr_100g': 2, 'polyols': 22, 'polyols_100g': 22, 'polyols_label': 'Polyols', 'polyols_serving': 31.7, 'polyols_unit': 'g', 'polyols_value': 22, 'proteins': 8, 'proteins_100g': 8, 'proteins_serving': 11.5, 'proteins_unit': 'g', 'proteins_value': 8, 'salt': 0.18, 'salt_100g': 0.18, 'salt_serving': 0.259, 'salt_unit': 'g', 'salt_value': 0.18, 'saturated-fat': 3.6, 'saturated-fat_100g': 3.6, 'saturated-fat_serving': 5.18, 'saturated-fat_unit': 'g', 'saturated-fat_value': 3.6, 'sodium': 0.072, 'sodium_100g': 0.072, 'sodium_serving': 0.104, 'sodium_unit': 'g', 'sodium_value': 0.072, 'sugars': 0, 'sugars_100g': 0, 'sugars_serving': 0, 'sugars_unit': 'g', 'sugars_value': 0}",b,Cookie Chocolat saveur noisette Sans sucres
"Aldi, Acti Leaf","Plant-based foods and beverages, Beverages, Plant-based foods, Dairies, Cereals and potatoes, Dairy substitutes, Cereals and their products, Milk substitutes, Plant-based beverages, Milks, Plant-based milk alternatives, Cereal-based drinks, Oat-based drinks",4061459329834,"{'calcium': 0.3, 'calcium_100g': 0.3, 'calcium_serving': 0.75, 'calcium_unit': 'g', 'calcium_value': 0.3, 'carbohydrates': 15.5, 'carbohydrates_100g': 15.5, 'carbohydrates_serving': 38.8, 'carbohydrates_unit': 'g', 'carbohydrates_value': 15.5, 'energy': 513, 'energy-kcal': 122.5, 'energy-kcal_100g': 122.5, 'energy-kcal_serving': 306, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 122.5, 'energy-kcal_value_computed': 123, 'energy_100g': 513, 'energy_serving': 1280, 'energy_unit': 'kcal', 'energy_value': 122.5, 'fat': 6, 'fat_100g': 6, 'fat_serving': 15, 'fat_unit': 'g', 'fat_value': 6, 'fiber': 0.5, 'fiber_100g': 0.5, 'fiber_serving': 1.25, 'fiber_unit': 'g', 'fiber_value': 0.5, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 5, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 5, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 15, 'nutrition-score-fr_100g': 15, 'proteins': 1.5, 'proteins_100g': 1.5, 'proteins_serving': 3.75, 'proteins_unit': 'g', 'proteins_value': 1.5, 'salt': 0.375, 'salt_100g': 0.375, 'salt_serving': 0.938, 'salt_unit': 'g', 'salt_value': 0.375, 'saturated-fat': 0.5, 'saturated-fat_100g': 0.5, 'saturated-fat_serving': 1.25, 'saturated-fat_unit': 'g', 'saturated-fat_value': 0.5, 'sodium': 0.15, 'sodium_100g': 0.15, 'sodium_serving': 0.375, 'sodium_unit': 'g', 'sodium_value': 0.15, 'sugars': 6.5, 'sugars_100g': 6.5, 'sugars_serving': 16.2, 'sugars_unit': 'g', 'sugars_value': 6.5, 'vitamin-b12': 9.5e-07, 'vitamin-b12_100g': 9.5e-07, 'vitamin-b12_serving': 2.38e-06, 'vitamin-b12_unit': 'g', 'vitamin-b12_value': 9.5e-07, 'vitamin-b2': 0.000525, 'vitamin-b2_100g': 0.000525, 'vitamin-b2_serving': 0.00131, 'vitamin-b2_unit': 'g', 'vitamin-b2_value': 0.000525, 'vitamin-d': 2.75e-06, 'vitamin-d_100g': 2.75e-06, 'vitamin-d_serving': 6.87e-06, 'vitamin-d_unit': 'g', 'vitamin-d_value': 2.75e-06}",e,Oat
Dave's Killer Bread,Sliced breads with cereals,0013764027053,"{'added-sugars': 4, 'added-sugars_100g': 8.89, 'added-sugars_serving': 4, 'added-sugars_unit': 'g', 'added-sugars_value': 4, 'calcium': 0.030015, 'calcium_100g': 0.0667, 'calcium_serving': 0.030015, 'calcium_unit': 'g', 'calcium_value': 0.030015, 'carbohydrates': 22.005, 'carbohydrates_100g': 48.9, 'carbohydrates_serving': 22.005, 'carbohydrates_unit': 'g', 'carbohydrates_value': 22.005, 'energy': 459, 'energy-kcal': 109.8, 'energy-kcal_100g': 244, 'energy-kcal_serving': 109.8, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 109.8, 'energy-kcal_value_computed': 133.4465, 'energy_100g': 1020, 'energy_serving': 459, 'energy_unit': 'kcal', 'energy_value': 109.8, 'fat': 1.4985, 'fat_100g': 3.33, 'fat_serving': 1.4985, 'fat_unit': 'g', 'fat_value': 1.4985, 'fiber': 4, 'fiber_100g': 8.89, 'fiber_serving': 4, 'fiber_unit': 'g', 'fiber_value': 4, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0.0598186383928558, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0.0598186383928558, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0.0598186383928558, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0.0598186383928558, 'iron': 0.000999, 'iron_100g': 0.00222, 'iron_serving': 0.000999, 'iron_unit': 'g', 'iron_value': 0.000999, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'polyunsaturated-fat': 0.999, 'polyunsaturated-fat_100g': 2.22, 'polyunsaturated-fat_serving': 0.999, 'polyunsaturated-fat_unit': 'g', 'polyunsaturated-fat_value': 0.999, 'potassium': 0.0999, 'potassium_100g': 0.222, 'potassium_serving': 0.0999, 'potassium_unit': 'g', 'potassium_value': 0.0999, 'proteins': 5.985, 'proteins_100g': 13.3, 'proteins_serving': 5.985, 'proteins_unit': 'g', 'proteins_value': 5.985, 'salt': 0.42525, 'salt_100g': 0.945, 'salt_serving': 0.42525, 'salt_unit': 'g', 'salt_value': 0.42525, 'sodium': 0.1701, 'sodium_100g': 0.378, 'sodium_serving': 0.1701, 'sodium_unit': 'g', 'sodium_value': 0.1701, 'sugars': 4, 'sugars_100g': 8.89, 'sugars_serving': 4, 'sugars_unit': 'g', 'sugars_value': 4}",unknown,21 Whole Grains And Seeds Organic Bread
Sondey,"Alimentos e bebidas à base de plantas,Alimentos à base de plantas,Cereais e Batatas,Cereais e seus produtos,en:Crêpes and galettes,en:Puffed cereal cakes,en:Galettes,en:Puffed rice cakes,en:Puffed rice cakes with black chocolate",20116705,"{'carbohydrates': 61, 'carbohydrates_100g': 61, 'carbohydrates_serving': 61, 'carbohydrates_unit': 'g', 'carbohydrates_value': 61, 'carbon-footprint-from-known-ingredients_100g': 294, 'carbon-footprint-from-known-ingredients_product': 293, 'carbon-footprint-from-known-ingredients_serving': 294, 'energy': 2041, 'energy-kcal': 488, 'energy-kcal_100g': 488, 'energy-kcal_serving': 488, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 488, 'energy-kcal_value_computed': 477.4, 'energy-kj': 2041, 'energy-kj_100g': 2040, 'energy-kj_serving': 2041, 'energy-kj_unit': 'kJ', 'energy-kj_value': 2041, 'energy-kj_value_computed': 2000.2, 'energy_100g': 2040, 'energy_serving': 2041, 'energy_unit': 'kJ', 'energy_value': 2041, 'fat': 23, 'fat_100g': 23, 'fat_serving': 23, 'fat_unit': 'g', 'fat_value': 23, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 24, 'nutrition-score-fr_100g': 24, 'proteins': 6.6, 'proteins_100g': 6.6, 'proteins_serving': 6.6, 'proteins_unit': 'g', 'proteins_value': 6.6, 'salt': 0, 'salt_100g': 0, 'salt_serving': 0, 'salt_unit': 'g', 'salt_value': 0, 'saturated-fat': 13, 'saturated-fat_100g': 13, 'saturated-fat_serving': 13, 'saturated-fat_unit': 'g', 'saturated-fat_value': 13, 'sodium': 0, 'sodium_100g': 0, 'sodium_serving': 0, 'sodium_unit': 'g', 'sodium_value': 0, 'sugars': 28, 'sugars_100g': 28, 'sugars_serving': 28, 'sugars_unit': 'g', 'sugars_value': 28}",e,galettes riz chocolat noir
"Fine gourmande, Poulain","Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats édulcorés, Chocolats noirs, Chocolats noirs aux édulcorants",3664346306621,"{'carbohydrates': 34, 'carbohydrates_100g': 34, 'carbohydrates_serving': 6.8, 'carbohydrates_unit': 'g', 'carbohydrates_value': 34, 'cocoa': 70, 'cocoa_100g': 70, 'cocoa_label': '0', 'cocoa_serving': 70, 'cocoa_unit': 'g', 'cocoa_value': 70, 'energy': 2226, 'energy-kcal': 539, 'energy-kcal_100g': 539, 'energy-kcal_serving': 108, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 539, 'energy-kcal_value_computed': 539.6, 'energy-kj': 2226, 'energy-kj_100g': 2226, 'energy-kj_serving': 445, 'energy-kj_unit': 'kJ', 'energy-kj_value': 2226, 'energy-kj_value_computed': 2227.2, 'energy_100g': 2226, 'energy_serving': 445, 'energy_unit': 'kJ', 'energy_value': 2226, 'fat': 44, 'fat_100g': 44, 'fat_serving': 8.8, 'fat_unit': 'g', 'fat_value': 44, 'fiber': 11, 'fiber_100g': 11, 'fiber_serving': 2.2, 'fiber_unit': 'g', 'fiber_value': 11, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 0, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 11, 'nutrition-score-fr_100g': 11, 'polyols': 28, 'polyols_100g': 28, 'polyols_label': 'Polyols', 'polyols_serving': 5.6, 'polyols_unit': 'g', 'polyols_value': 28, 'proteins': 7.6, 'proteins_100g': 7.6, 'proteins_serving': 1.52, 'proteins_unit': 'g', 'proteins_value': 7.6, 'salt': 0.01, 'salt_100g': 0.01, 'salt_serving': 0.002, 'salt_unit': 'g', 'salt_value': 0.01, 'saturated-fat': 27, 'saturated-fat_100g': 27, 'saturated-fat_serving': 5.4, 'saturated-fat_unit': 'g', 'saturated-fat_value': 27, 'sodium': 0.004, 'sodium_100g': 0.004, 'sodium_serving': 0.0008, 'sodium_unit': 'g', 'sodium_value': 0.004, 'sugars': 0.5, 'sugars_100g': 0.5, 'sugars_serving': 0.1, 'sugars_unit': 'g', 'sugars_value': 0.5}",d,100G POULAIN LIGNE NR
Ferrero,"Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies, Bonbons, fr:Rochers au chocolat",4008400163826,"{'carbohydrates': 44.4, 'carbohydrates_100g': 44.4, 'carbohydrates_serving': 5.55, 'carbohydrates_unit': 'g', 'carbohydrates_value': 44.4, 'carbon-footprint-from-known-ingredients_100g': 177, 'carbon-footprint-from-known-ingredients_product': 354, 'carbon-footprint-from-known-ingredients_serving': 22.1, 'energy': 2523, 'energy-kcal': 603, 'energy-kcal_100g': 603, 'energy-kcal_serving': 75.4, 'energy-kcal_unit': 'kcal', 'energy-kcal_value': 603, 'energy-kcal_value_computed': 594.7, 'energy_100g': 2523, 'energy_serving': 315, 'energy_unit': 'kcal', 'energy_value': 603, 'fat': 42.7, 'fat_100g': 42.7, 'fat_serving': 5.34, 'fat_unit': 'g', 'fat_value': 42.7, 'fruits-vegetables-legumes-estimate-from-ingredients_100g': 0, 'fruits-vegetables-legumes-estimate-from-ingredients_serving': 0, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 28.5, 'fruits-vegetables-nuts-estimate-from-ingredients_serving': 28.5, 'nova-group': 4, 'nova-group_100g': 4, 'nova-group_serving': 4, 'nutrition-score-fr': 28, 'nutrition-score-fr_100g': 28, 'proteins': 8.2, 'proteins_100g': 8.2, 'proteins_serving': 1.02, 'proteins_unit': 'g', 'proteins_value': 8.2, 'salt': 0.153, 'salt_100g': 0.153, 'salt_serving': 0.0191, 'salt_unit': 'g', 'salt_value': 0.153, 'saturated-fat': 14.1, 'saturated-fat_100g': 14.1, 'saturated-fat_serving': 1.76, 'saturated-fat_unit': 'g', 'saturated-fat_value': 14.1, 'sodium': 0.0612, 'sodium_100g': 0.0612, 'sodium_serving': 0.00765, 'sodium_unit': 'g', 'sodium_value': 0.0612, 'sugars': 39.9, 'sugars_100g': 39.9, 'sugars_serving': 4.99, 'sugars_unit': 'g', 'sugars_value': 39.9}",e,Ferrero Rocher
